latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
34.25,24,4338,558,1514,549,8.8612,500001
34.24,31,5297,664,1986,657,8.6454,483500
34.23,36,3324,448,1190,423,7.2772,477200
34.24,6,3218,949,2295,876,3.0926,418500
34.23,35,1471,210,735,219,8.3841,472200
34.25,20,6331,1537,2957,1509,3.3892,323100
34.24,24,4631,1164,2360,1083,3.0977,264000
34.24,24,2718,719,3018,644,2.9076,275300
34.23,35,3422,601,1690,574,4.375,232900
34.23,27,2131,543,1065,528,3.2404,230400
34.25,26,2639,378,1191,401,6.2788,322200
34.24,21,5751,1082,2230,1016,4.3458,407500
34.23,25,4409,1018,4579,1010,2.8727,245100
34.23,27,4580,918,2252,850,4.7926,454400
34.22,21,4617,1101,2891,1031,3.2289,318100
34.23,32,4039,984,2675,941,3.0321,240000
34.22,34,2193,513,1299,497,3.6187,211600
34.23,29,1753,342,1318,333,4.125,241400
34.25,34,2094,380,1207,380,5.2801,212300
34.24,11,5363,1160,2783,1034,3.8583,170700
34.25,21,2692,477,1330,456,4.5417,238900
34.24,19,2405,661,1855,621,2.3111,255400
34.24,32,2621,412,1285,414,6.6537,267600
34.25,30,2871,470,1335,458,5.0232,253900
34.24,35,2707,446,1224,445,5.2939,244200
34.24,34,1971,316,917,307,6.0965,262300
34.25,32,2333,389,969,331,4.8164,241100
34.25,32,2411,380,1040,344,6.155,257300
34.24,34,2634,412,1114,423,5.9401,315300
34.23,26,3082,573,1590,586,4.5167,319000
34.23,32,4373,683,2040,693,5.2668,242300
34.22,30,1756,314,899,288,5.0325,238200
34.23,22,8350,2717,9135,2452,2.5008,160000
34.23,35,1963,310,919,297,4.7583,258600
34.23,30,1762,263,761,292,6.5268,273100
34.23,29,3354,707,1752,650,4.5484,239900
34.23,20,4609,1499,5349,1377,2.7121,169400
34.23,16,6338,1768,4718,1632,3.0187,154600
34.25,38,921,239,1023,241,3.4514,151900
34.24,36,1181,220,775,218,4.7228,183800
34.24,36,1488,313,1221,296,4.0208,171400
34.24,35,1507,281,1025,286,4.5833,177200
34.23,35,1026,195,753,185,4.5909,179200
34.24,38,490,101,402,100,3.125,175900
34.26,34,1102,212,949,212,4.0792,165100
34.26,28,1077,288,1377,293,3.9167,153900
34.25,32,2433,553,2318,532,3.6384,159300
34.26,34,325,60,433,83,5.5124,174300
34.25,35,1583,324,1481,351,3.7,176000
34.25,21,2143,565,1803,497,3.9833,162500
34.24,11,9053,2193,7096,2038,3.5082,136500
34.23,15,5738,1767,4620,1581,2.3584,157600
34.24,7,3299,794,2343,647,3.0865,205900
34.25,33,1121,231,1038,236,4.8958,173700
34.24,35,1416,261,995,272,3.7143,178700
34.24,35,1488,293,1112,288,4.4688,182500
34.24,36,1660,301,1225,307,4.095,184000
34.24,35,2344,435,1531,399,3.725,178200
34.23,33,2478,457,1567,446,5.6629,186700
34.22,29,1807,323,1234,310,5.3767,233000
34.23,35,2049,390,1286,385,4.4432,181500
34.24,36,1379,265,896,246,4.6827,183800
34.23,34,1550,279,1011,288,4.5375,189000
34.23,35,1225,228,720,231,3.4013,176500
34.23,37,1737,369,1061,356,3.9615,173700
34.24,37,1279,241,987,233,4.0057,172700
34.23,36,1730,387,1099,353,4.0368,183100
34.22,34,1588,360,1080,340,3.66,184600
34.22,41,1030,214,664,223,3.8083,183800
34.22,39,1529,344,913,314,3.325,178200
34.23,43,2257,429,1418,442,4.5278,181800
34.22,35,2288,617,2222,566,2.6299,170700
34.22,39,1500,333,998,309,3.9625,168200
34.22,31,2057,601,2397,579,2.871,184400
34.22,24,3442,1168,4625,1097,2.0699,183000
34.23,25,4393,1369,3781,1267,2.5833,183700
34.22,8,2609,786,1803,695,2.7714,185700
34.23,19,9902,2814,7307,2660,2.585,145400
34.22,36,1191,266,718,248,3.4612,178800
34.21,37,1665,335,1011,343,4.8703,185100
34.21,41,1440,325,1014,322,2.875,168600
34.22,41,1582,399,1159,378,2.825,168600
34.22,34,2300,429,1447,455,4.2656,233700
34.21,17,3667,1209,2636,1054,2.425,175500
34.22,36,1372,295,774,306,3.6618,187300
34.22,43,1220,222,729,230,3.6442,186300
34.21,30,2453,544,1753,506,2.9803,191500
34.21,35,2215,459,1594,446,4.0167,193200
34.21,45,972,181,554,187,4.8194,181300
34.22,36,2557,540,1556,491,3.6591,183800
34.23,37,1404,266,889,274,4.0049,190000
34.25,38,983,185,513,170,4.8816,231500
34.24,40,1283,246,594,236,4.1121,229200
34.23,32,1444,317,1177,311,3.6,164600
34.22,17,1787,463,1671,448,3.5521,151500
34.24,38,125,42,63,29,1.3594,158300
34.24,35,2552,545,1850,503,4.775,179500
34.23,18,3405,831,3001,795,3.0083,181900
34.23,43,1193,299,1184,320,2.1518,161600
34.23,36,1643,349,1414,337,4.1181,172700
34.21,35,2830,518,1577,524,5.35,210500
34.21,35,1789,292,897,267,5.592,239900
34.22,40,712,149,533,155,3.695,165200
34.22,35,1790,334,1277,345,5.0818,186800
34.21,32,1869,441,1516,432,3.6845,178500
34.21,14,2807,868,2729,803,2.6667,172400
34.22,20,1176,344,864,318,2.375,177700
34.21,35,1468,303,1295,300,3.7708,170600
34.21,33,1981,484,1665,466,3.0833,179100
34.22,34,3004,589,1938,568,4.1857,198600
34.21,29,2893,543,1636,540,5.1586,237400
34.2,34,161,48,66,33,1,187500
34.23,34,1531,278,1064,274,5.6687,207300
34.21,36,1392,326,1181,303,3.1563,176400
34.21,36,2080,455,1939,484,4.2875,176600
34.21,34,2272,558,2164,484,3.7143,175700
34.22,11,2127,581,1989,530,2.9028,174100
34.22,32,362,100,348,102,2.2679,150000
34.23,15,2485,742,1994,670,2.8333,183200
34.22,37,1512,348,1545,351,3.7663,160300
34.22,41,1560,374,1668,389,3.025,154300
34.21,41,337,65,198,50,1.8929,152900
34.21,42,715,145,730,158,3.8,169500
34.2,23,4138,1171,3911,1068,3.0125,181700
34.2,17,2594,1028,3950,973,2.0348,177200
34.21,33,2034,470,1990,423,3.7455,159600
34.2,34,2199,609,2488,597,2.9861,171800
34.21,38,1363,395,1798,405,2.3182,171200
34.2,33,1438,309,1378,306,2.8917,170400
34.19,11,2921,685,1512,664,4.1445,176400
34.18,34,1471,423,995,386,2.9583,188700
34.18,36,2233,605,1934,599,2.8784,194900
34.18,33,1829,512,1345,500,3.1629,198900
34.19,19,2890,821,2203,705,2.6696,185100
34.19,41,2000,485,1439,461,3.0491,192000
34.19,23,1875,710,2555,657,2.0968,162500
34.2,19,2012,732,3483,731,2.2234,181300
34.19,41,2924,867,2751,836,2.1,171600
34.19,37,1434,394,1667,404,2.4375,176300
34.2,32,993,285,1044,248,2.4306,187500
34.2,13,4859,1293,3351,1200,3.6875,211900
34.19,37,934,231,587,230,3.625,181300
34.2,30,2392,655,1987,609,2.8424,226400
34.19,35,2180,599,1483,574,3.0395,191300
34.19,39,1169,242,612,247,4.1429,200000
34.2,32,2734,654,2209,610,3.5164,217200
34.2,24,3148,908,2850,839,1.9549,221500
34.19,42,779,145,450,148,3.9792,193800
34.19,34,2622,572,1997,573,3.338,222500
34.2,27,3201,970,3403,948,2.2377,231700
34.2,28,3386,75,2240,737,3.0221,290100
34.19,33,3353,790,2318,775,2.2589,269700
34.19,33,3285,830,2281,786,2.6165,230800
34.18,27,3760,880,2022,812,3.1551,225600
34.18,31,2887,646,1626,637,3.6745,335500
34.18,30,1323,353,856,333,3.3594,202200
34.18,33,2717,662,1546,597,3.9099,267500
34.18,31,2417,510,1102,507,3.8906,282200
34.18,40,1013,150,449,166,5.7143,382400
34.19,45,1106,225,595,228,3.6625,190700
34.18,43,1840,356,966,323,4.7171,237900
34.18,30,2008,513,1052,496,3.0119,262200
34.19,37,1993,425,939,400,2.8021,224600
34.19,30,521,126,306,129,4.1125,216700
34.19,35,1631,356,862,368,3.6007,261800
34.18,32,3724,899,1912,791,3.5711,312700
34.17,27,3588,911,1891,871,3.4013,286000
34.19,25,3794,989,2454,876,2.9982,204200
34.18,42,1957,389,985,414,2.9327,240200
34.17,26,3345,818,1599,773,3.3516,241500
34.18,44,477,91,220,112,3.3906,223800
34.19,36,904,191,627,191,2.4167,192900
34.16,45,1176,250,471,228,2.3333,364700
34.16,35,1354,284,501,262,3.8056,384700
34.16,34,2638,580,1150,551,4.2989,364700
34.16,32,3060,505,1159,510,6.3703,465800
34.17,35,2027,428,879,402,4.692,330900
34.19,42,1308,289,950,302,2.7379,181500
34.18,40,2079,568,1396,526,3.0061,190800
34.18,27,4834,1527,3847,1432,2.1449,165300
34.18,24,1983,651,2251,574,2.4792,200000
34.17,33,1588,454,739,392,2.8208,238500
34.17,40,1696,372,835,385,3.6563,222400
34.18,36,1608,373,1217,374,2.9728,190200
34.18,42,1140,300,643,252,3.3958,178400
34.18,44,901,179,473,179,3.3125,186400
34.19,30,977,264,736,258,1.9866,177400
34.18,35,2949,794,2106,746,2.9228,177300
34.18,32,3553,1060,3129,1010,2.5603,174200
34.18,31,1109,354,1119,334,2.3056,200000
34.17,31,1939,505,1584,466,2.5234,199500
34.17,42,1713,416,1349,427,3.2596,191800
34.18,35,2785,663,1631,614,3.9038,276100
34.17,27,3277,648,1382,615,3.875,366100
34.18,35,1975,384,882,406,4.375,291700
34.17,32,3202,696,1573,621,3.4449,292900
34.17,35,2922,507,1130,485,5.451,341800
34.17,37,1982,331,794,340,5.9275,336900
34.16,34,2459,489,1139,463,4.0347,353600
34.16,41,2050,478,850,490,3.4208,343400
34.16,40,1134,184,452,187,4.569,333900
34.15,27,2795,602,1073,535,5.1496,365000
34.17,31,2235,363,914,370,6.1359,359700
34.16,28,4664,1040,1963,961,3.9028,367900
34.16,14,577,150,372,130,4.1875,275000
34.16,25,2769,566,1201,545,3.6641,386100
34.17,24,4443,1283,2421,1180,2.2652,269200
34.17,24,6347,453,2945,1492,3.3545,221500
34.17,28,2790,748,1351,697,3.2052,283600
34.17,26,6429,1611,2806,1491,3.1929,265200
34.16,46,1582,279,603,283,5.1169,414300
34.16,37,1388,286,547,258,5.1584,444700
34.17,30,2016,622,1359,557,2.7708,192300
34.16,46,2609,593,1055,585,3.3177,309400
34.16,31,2197,501,944,474,3.7312,319400
34.17,44,2295,560,1543,528,2.3851,194100
34.17,15,3327,1011,2683,857,2.3784,185400
34.17,42,600,171,377,181,2.4107,184400
34.17,10,1431,473,1438,429,2.2756,221400
34.17,6,854,350,542,321,0.8198,325000
34.16,6,6526,2007,3298,1790,2.7231,250000
34.16,10,2606,748,1373,680,3.6128,225000
34.16,25,2450,618,1054,578,3.6375,262500
34.16,40,1973,382,774,352,4.4122,282300
34.16,43,2850,709,1510,670,2.4835,274300
34.16,32,2455,556,989,493,4.0764,325000
34.16,17,4150,1148,1808,1041,3.5051,232400
34.16,11,2901,871,1659,789,3.1106,209400
34.16,45,1755,335,822,342,5.1423,322900
34.16,42,2304,442,862,429,4.3542,417900
34.15,35,2245,393,783,402,4.1544,500001
34.2,20,4090,1271,2824,1053,2.773,140500
34.21,26,2867,671,1955,640,4.125,226500
34.2,28,1732,435,1198,417,2.9219,241300
34.21,20,5756,1477,4031,1369,3.2448,221200
34.21,30,2331,733,2172,707,2.1888,195600
34.2,19,3666,1150,2657,1090,2.9688,202100
34.2,13,2926,816,1867,802,3.5255,202700
34.21,7,2081,657,1456,535,3.5,186900
34.21,34,2512,603,1805,584,2.9735,220000
34.2,20,3939,1143,2475,1002,2.9025,229100
34.21,25,2879,723,2077,649,3.3864,197400
34.2,26,2027,559,1545,513,2.8974,189900
34.22,22,3430,1214,3618,1092,2.1974,93800
34.21,25,1131,449,746,420,1.3565,225000
34.19,23,2087,571,1809,553,3.1667,202000
34.2,35,1109,206,515,202,5.2118,215800
34.2,34,1617,344,938,305,3.915,217700
34.2,12,3831,1083,2258,967,2.4375,255400
34.2,23,2850,864,2249,777,2.6957,191700
34.19,20,5699,1594,3809,1381,2.8646,221100
34.19,36,2058,423,1132,423,3.8833,210400
34.2,25,4590,1477,2723,1195,2.7118,281700
34.19,33,3879,943,2113,843,3.892,292900
34.2,27,1572,450,1039,455,2.5562,190500
34.2,18,2729,800,2099,742,2.5842,230800
34.2,22,4855,1350,2519,1258,3.0893,205600
34.19,37,1073,254,739,253,2.4667,192200
34.19,20,5992,1820,4826,1632,2.7237,233500
34.19,35,1491,295,779,309,6.1142,256300
34.2,29,3051,694,1942,679,3.1118,238100
34.2,36,2698,623,1544,554,2.7375,234900
34.2,35,1717,478,1628,495,2.5197,225600
34.2,17,2934,950,2517,889,2.936,232500
34.19,27,3440,739,1827,712,4.125,245500
34.19,37,1516,344,983,347,5,243600
34.19,19,3487,959,2278,835,2.6709,215500
34.19,29,1599,459,1143,438,2.4583,199100
34.18,22,2052,568,1254,572,2.6364,271100
34.18,36,2077,496,1206,528,2.2326,221000
34.19,11,2891,951,2166,768,2.891,178100
34.18,17,1546,592,2423,556,2.1977,154200
34.19,11,2479,900,2466,855,2.2264,181300
34.18,22,2516,826,3350,713,2.0192,158300
34.18,27,2582,719,2038,718,3.0877,174200
34.19,41,1104,196,495,196,5.0929,225000
34.18,39,1810,388,839,380,3.7171,228800
34.18,34,1843,442,861,417,3.6875,246400
34.18,33,1791,386,844,397,4.5081,251400
34.18,35,1819,465,1336,419,3.4583,253200
34.18,35,972,270,550,256,2.2461,215000
34.17,25,4966,1134,1941,958,3.8081,286700
34.18,33,2077,486,1021,450,3.6019,225000
34.18,25,3830,1105,2328,1017,2.6238,210000
34.18,33,2127,414,1056,391,4.375,286100
34.17,33,1679,404,933,412,2.6979,266000
34.17,34,2180,424,906,429,4.4464,353100
34.17,42,777,102,284,113,11.2093,500001
34.17,29,2685,642,1085,599,3.2763,279400
34.16,34,2622,467,1233,476,4.0474,379700
34.16,35,3080,642,1362,623,4.1218,328500
34.16,33,1616,322,580,311,4.0391,337500
34.16,22,4982,1358,2237,1220,3.7105,272600
34.17,21,2152,527,996,470,3.2386,277300
34.17,33,3100,687,1388,658,4.3333,261300
34.17,24,2814,675,1463,620,4.1875,309300
34.17,22,6707,1737,2620,1610,3.1478,273700
34.16,33,2544,500,1035,492,4.475,314800
34.16,28,2795,622,1173,545,4.4423,280400
34.16,26,2548,647,1098,540,4.3839,299100
34.21,22,6064,1826,4876,1697,2.875,227100
34.21,32,2593,566,1596,547,3.9886,199200
34.22,35,1664,300,1000,309,4.6731,224100
34.2,37,1600,349,1012,366,4.1597,201600
34.19,33,2205,453,1242,419,4.1319,203700
34.22,36,2794,523,1334,472,4.3462,222100
34.21,36,1254,229,629,245,4.9643,236100
34.21,36,1656,310,817,308,5.5675,215900
34.22,36,1952,387,1156,392,4.185,209200
34.21,36,2396,421,1064,398,4.7,223600
34.22,36,1493,285,766,272,4.8646,213200
34.22,35,1275,222,959,226,5.0282,195400
34.22,35,1620,272,1052,248,5.5209,203300
34.21,36,2394,424,1490,427,4.3261,206700
34.21,34,1663,299,762,282,5.1265,211000
34.22,29,4101,849,2630,867,4.6607,199800
34.21,18,3124,796,1855,725,2.9389,213200
34.21,35,2592,490,1427,434,5.0623,246400
34.22,35,1843,329,1041,317,4.4271,205100
34.21,36,1286,242,788,248,3.5333,196800
34.22,34,1599,294,819,306,4.3194,197000
34.21,33,3910,838,2097,810,3.8247,208700
34.21,13,8327,1849,4126,1773,3.7313,189800
34.2,35,2891,594,1757,581,4.3571,199800
34.2,33,3270,818,2118,763,3.225,205300
34.21,35,1668,332,807,311,4.5125,200300
34.2,35,1614,308,850,330,4.1806,209000
34.2,37,2066,434,1031,414,4.0924,188400
34.21,36,1328,287,823,273,4.5648,193700
34.2,42,1558,322,884,334,2.2304,203800
34.2,33,2327,479,1166,472,4.2344,262500
34.2,34,2871,581,1350,535,3.7049,227500
34.19,35,2537,418,1161,421,5.3028,229200
34.19,38,2182,409,1141,379,4.2865,221100
34.2,18,4249,933,2047,909,4.1304,229100
34.19,35,2720,490,1158,445,5.0796,228300
34.19,26,2156,509,1142,470,4,224700
34.2,19,4315,1304,2490,1222,2.6437,195000
34.2,37,1795,346,1082,354,4.9102,207200
34.2,26,2221,662,1998,603,2.8701,191100
34.2,21,2549,651,1624,628,3.6905,179800
34.19,18,5862,98,3161,1280,3.1106,170600
34.2,31,1963,420,1494,415,3.5313,211800
34.19,42,881,170,464,163,2.9511,203900
34.19,37,1560,275,763,284,3.8516,206900
34.19,37,1892,347,1039,343,4.8295,212100
34.19,32,2618,692,1961,633,2.625,192300
34.18,34,2307,388,1168,427,4.2143,245400
34.18,26,4175,885,2118,778,4.2083,240300
34.2,36,1544,308,891,286,4.175,190900
34.2,35,2273,90,1431,403,4.0789,196700
34.19,35,782,144,425,140,5.4548,201400
34.19,34,1237,242,671,221,3.9615,183600
34.19,34,2579,561,1237,517,4.433,235100
34.18,36,1366,224,719,270,4.8264,251000
34.19,22,3380,790,2199,737,2.5739,239200
34.18,25,1938,457,1280,425,3.9632,240300
34.19,36,978,170,475,192,4.675,222500
34.19,31,1856,370,990,360,4.3654,223800
34.21,24,2642,696,1649,633,3.0187,217700
34.21,26,2335,669,1986,645,2.9974,178800
34.2,18,847,185,733,178,5.2149,201900
34.2,37,1389,252,826,249,5.015,220900
34.22,27,2795,606,1702,586,3.7798,258400
34.21,23,4891,793,2447,765,5.8798,270500
34.22,17,3262,753,1879,708,4.1359,255200
34.21,13,6227,1317,3739,1226,4.0313,299300
34.22,35,2560,441,1428,468,5.6345,228200
34.21,27,2209,353,1034,344,4.7125,250900
34.21,34,1943,320,895,305,5.0462,227700
34.21,34,2389,521,1560,514,4.8333,225400
34.21,21,9512,2560,7282,2387,2.8039,227500
34.21,34,3494,557,1861,576,5.6407,251500
34.22,33,1636,275,866,289,5.6356,241300
34.21,26,3234,517,1597,513,6.1074,258600
34.22,34,2633,471,1313,428,4.0909,232900
34.21,41,1058,228,778,245,3.3534,180500
34.2,16,1718,467,896,475,3.6296,160900
34.21,33,2609,431,1208,406,5.4527,227100
34.2,23,3098,542,1486,492,5.7613,235800
34.21,31,3952,647,1762,588,5.5709,244800
34.22,16,4312,574,1902,574,8.4438,390000
34.21,5,5429,665,2315,687,9.6465,500001
34.2,23,7480,1084,3037,1058,6.9223,338400
34.2,32,3233,553,1678,545,5.0025,234900
34.2,19,7411,1045,2814,950,6.7785,336100
34.21,17,2737,868,2924,785,2.5797,183500
34.2,21,1789,566,2300,677,2.754,179800
34.2,10,2869,941,2162,829,3.2297,150000
34.21,19,2581,857,2004,784,2.6159,182300
34.2,35,1770,362,1083,355,5.0483,221000
34.21,36,878,167,499,179,4.1181,190400
34.2,18,7157,1869,4642,1699,3.1818,208000
34.2,21,2979,744,1824,692,3.5,223700
34.19,36,2600,441,1246,426,4.1111,215600
34.2,36,2559,469,1358,445,4.5568,201500
34.2,33,1759,311,943,315,5.223,209200
34.2,35,1558,267,793,249,5.1463,220200
34.2,35,1323,228,756,216,4.233,221300
34.19,34,2185,372,986,347,4.8125,266700
34.19,35,2329,399,966,336,3.8839,224900
34.19,27,4286,1071,2863,1033,3.3125,222800
34.19,15,3061,1079,2173,1078,2.85,187500
34.18,28,908,142,368,143,5.6159,340500
34.2,29,2421,402,1120,388,5.0309,244800
34.18,25,3124,468,1241,439,6.4044,333100
34.19,35,1934,307,905,315,5.5101,267400
34.2,29,1673,284,794,270,5.5191,245800
34.19,28,3824,749,1790,701,4.1154,246400
34.19,34,703,127,369,127,4.3125,210100
34.19,16,14912,4183,5105,3302,2.8312,213900
34.19,32,3568,591,1741,563,5.1529,259600
34.18,32,1646,242,697,233,6.6689,433000
34.19,30,2399,373,1062,377,6.0094,245600
34.19,33,3017,494,1423,470,5.6163,248400
34.18,33,3808,623,1784,615,5.1641,263400
34.19,28,3274,571,1424,521,4.4167,247300
34.18,27,1793,339,1016,326,4.925,240300
34.19,27,2772,511,1346,497,5.2016,243000
34.19,23,7544,1031,3221,1043,7.642,374900
34.17,33,4769,787,2019,743,5.5798,338200
34.17,26,6767,903,2574,883,7.7846,409000
34.18,36,2981,441,1243,413,6.5304,439800
34.17,35,2072,318,908,342,6.0928,327300
34.17,29,3393,574,1471,587,6.2064,334900
34.18,7,11853,2691,4404,2447,4.2009,271300
34.17,19,5944,1345,2372,1250,3.8819,328900
34.17,32,1491,355,756,296,3.0404,262800
34.17,34,3268,538,1463,519,6.8482,308300
34.18,33,5252,760,2041,730,6.7977,389700
34.18,26,4607,656,1769,643,7.4918,367600
34.18,25,6612,857,2519,843,8.3912,419000
34.17,31,1689,362,705,360,4,278500
34.15,32,4491,815,1696,749,4.9102,319100
34.16,29,4364,647,1550,624,6.8107,367400
34.16,33,2896,455,1116,411,6.0192,347700
34.16,30,3346,487,1296,495,7.457,392700
34.15,26,5661,791,2493,780,7.9814,409900
34.17,31,1950,383,870,357,3.1875,500001
34.17,18,6476,1082,2413,958,5.6327,500001
34.17,36,1887,359,761,329,5.4847,296000
34.16,37,3441,584,1283,544,4.1656,313100
34.16,32,3999,667,1628,631,6.0794,338500
34.15,22,5791,706,2059,673,10.9201,500001
34.15,21,3856,547,1422,535,8.4196,450700
34.15,29,2023,330,747,304,6.7694,369700
34.15,28,4570,744,1693,695,6.14,361900
34.14,19,1303,155,450,145,10.5511,483100
34.18,31,3073,674,1486,684,4.8984,311700
34.18,37,1893,365,911,324,4.8036,295300
34.17,31,3252,834,1411,760,3.1885,219000
34.18,43,1700,380,930,349,3.675,213100
34.18,46,2082,438,1047,393,3.6534,216000
34.18,42,1611,410,879,386,3.1923,221800
34.17,18,6430,1412,2897,1348,3.855,243800
34.17,11,1080,174,386,160,6.1274,315900
34.18,32,3011,529,1287,525,5.0605,311000
34.18,39,1819,291,770,278,5.4088,457300
34.18,17,7214,1994,4100,1823,3.0943,174500
34.18,16,7194,1976,3687,1894,3.1887,189300
34.17,34,2458,433,1034,373,5.6738,443600
34.17,25,3352,891,1815,860,2.8528,425000
34.17,36,2127,297,761,274,7.8392,500001
34.17,35,2987,391,1244,387,7.1322,500001
34.17,20,17377,4457,7450,4204,3.2154,259600
34.16,39,2693,478,1219,435,5.17,335400
34.16,32,3554,762,1623,750,3.6141,290600
34.16,23,11154,1995,4076,1809,5.4609,500001
34.16,32,2108,309,769,274,8.7172,500001
34.16,37,3333,488,1171,485,6.4958,500001
34.16,34,3547,523,1187,500,7.139,424000
34.15,33,3104,387,1111,376,13.4196,500001
34.17,37,880,0,369,155,4.1429,303600
34.15,33,2829,360,1010,363,10.3587,500001
34.14,28,3539,441,1190,421,10.6796,500001
34.13,24,4394,657,1443,528,11.2979,500001
34.14,28,6748,904,2431,876,12.8879,500001
34.14,28,6920,906,2515,860,9.2189,500001
34.15,26,10111,1295,3599,1257,10.2292,500001
34.14,23,9657,1189,3585,1162,10.4399,500001
34.15,28,6270,1706,2549,1497,3.2241,295800
34.15,42,1293,214,459,217,7.672,467600
34.15,26,2900,667,1090,590,3.7125,447400
34.15,31,1856,425,795,426,2.8448,360600
34.15,29,5474,1457,2352,1326,3.415,382500
34.15,44,1778,251,641,251,10.0549,500001
34.15,15,4420,1076,1669,1016,4.6375,359100
34.15,37,1335,286,539,279,3.2813,301700
34.15,38,1387,337,713,343,2.9352,304500
34.16,22,7828,2038,3303,1922,3.6171,318300
34.15,10,1091,260,517,266,4.1727,332600
34.15,20,3876,799,1334,753,4.5656,478400
34.16,38,1495,300,598,280,3.4698,265400
34.16,16,4590,1200,2195,1139,3.8273,334900
34.15,7,6306,1473,2381,1299,4.642,457300
34.16,30,3823,740,1449,612,4.6,392500
34.15,43,804,117,267,110,8.2269,500001
34.15,31,2536,429,990,424,5.4591,495500
34.16,30,3507,536,1427,525,6.7082,500001
34.14,31,9320,1143,2980,1109,10.3599,500001
34.14,34,5264,771,1738,753,8.8115,500001
34.14,36,2873,420,850,379,8.153,500001
34.14,34,3646,610,1390,607,7.629,500001
34.14,44,1693,239,498,216,10.9237,500001
34.13,37,4400,695,1521,666,8.2954,500001
34.14,33,1741,274,588,267,7.9625,490800
34.15,52,1680,238,493,211,9.042,500001
34.15,41,3545,698,1221,651,4.3,500001
34.15,34,3659,921,1338,835,3.6202,366100
34.15,23,4604,1319,2391,1227,3.1373,263100
34.15,29,2630,617,1071,573,3.3669,376100
34.16,42,2358,546,1065,523,3.1289,320600
34.15,36,2933,619,1115,579,4.3036,365900
34.15,29,3110,650,1212,642,4.2031,394400
34.15,29,917,181,379,183,3.4612,425000
34.16,20,4084,1062,1637,987,3.2388,256300
34.15,31,3881,909,1535,846,3.0398,369100
34.15,33,4032,868,1695,869,4.3468,425900
34.15,48,680,131,268,126,4.615,371400
34.15,18,1880,420,681,333,4.3214,372300
34.15,31,1861,430,736,360,5.2853,355900
34.16,17,277,70,119,59,4.0208,341700
34.16,46,54,9,20,6,0.536,375000
34.15,41,2394,500,837,417,4.3889,380400
34.15,44,2515,510,967,484,5.0754,374500
34.15,24,3891,866,1568,830,4.1656,364700
34.15,46,1628,259,500,258,6.083,424000
34.14,30,1376,317,629,320,3.6823,295200
34.14,8,4382,1560,2138,1411,3.5714,197900
34.14,21,4670,1161,1914,1094,3.7986,367700
34.14,42,1253,225,492,224,7.7112,386700
34.14,19,5076,1034,2021,960,5.5683,309200
34.15,36,2696,713,905,659,3.1146,373500
34.13,39,1610,278,511,278,4.3333,385900
34.12,41,3257,679,1237,638,4.2415,409600
34.13,36,6871,1180,2216,1130,8.0499,495600
34.14,23,1883,512,774,478,3.5096,396400
34.13,28,4287,627,1498,615,8.5677,500001
34.14,34,4624,781,1572,719,6.5533,500001
34.14,40,1965,354,666,357,6.0876,483800
34.13,32,8262,1156,2712,1125,10.5575,500001
34.14,52,1695,281,595,264,6.0678,399300
34.14,45,417,89,187,88,5.1377,360700
34.14,33,778,143,258,130,5.738,497600
34.14,27,3990,892,1417,800,4.0439,500001
34.13,38,3830,518,1292,516,12.7823,500001
34.14,52,2298,406,1203,387,5.5291,274600
34.14,52,1388,271,735,239,3.7404,247700
34.14,52,3800,646,1842,620,5.5524,293900
34.14,46,2387,488,1181,456,3.6058,257900
34.14,38,1826,300,793,297,5.2962,291500
34.14,39,277,89,182,91,2.3958,175000
34.14,50,3657,708,1725,644,5.5456,258100
34.13,35,2983,526,1614,543,5.7794,272400
34.14,52,2090,466,1219,390,4.0909,204200
34.14,44,1681,407,1105,387,3.2222,186500
34.14,25,1908,628,1412,588,2.2267,189800
34.14,51,1941,378,1012,371,3.9375,217000
34.14,47,2525,523,1514,498,4.3359,209200
34.13,52,2012,458,1314,434,3.925,180400
34.13,52,2035,459,2589,438,3.5349,193600
34.13,52,2465,611,1433,570,3.25,214200
34.13,47,1585,420,949,366,2.7098,173800
34.13,52,791,174,501,162,3.3542,178100
34.13,52,2228,475,1311,452,3.5341,182100
34.12,52,1081,311,904,283,1.9219,165100
34.12,45,2397,488,1569,471,4.21,167900
34.12,35,2568,672,1696,605,2.9154,169200
34.12,29,2640,737,1795,655,2.369,173400
34.12,30,3376,720,1990,725,3.7813,232000
34.13,50,1309,302,883,293,3.1287,198000
34.12,52,679,132,483,163,4.2344,162500
34.12,41,2591,682,2366,583,2.3071,146400
34.12,44,1219,324,1036,282,4.0417,170600
34.12,36,2833,720,2148,709,2.7012,172100
34.13,30,3369,824,2032,795,4.0052,196400
34.13,50,2929,588,1931,574,3.3438,173600
34.12,52,1580,426,1462,406,3.3326,167600
34.12,41,1908,503,1557,453,2.9194,162000
34.12,52,1590,360,1127,321,3.4625,173900
34.12,41,1904,514,1666,498,3.6845,175800
34.12,52,1301,389,1189,361,2.5139,190000
34.11,52,678,173,791,186,4.0625,171300
34.11,46,3659,1068,4153,993,2.5211,162900
34.11,52,1901,525,1856,480,3,156400
34.12,44,1565,398,1500,407,2.8125,155600
34.12,46,3387,820,2833,813,2.987,176900
34.11,40,1266,348,1032,315,2.1667,150000
